,EURUSD,GBPUSD,USDJPY
2021-09-30,1.1577,1.347,111.5
2021-10-01,1.1598,1.3572,110.97
2021-10-04,1.1622,1.3602,110.94
2021-10-05,1.1609,1.364,111.39
2021-10-06,1.1546,1.3569,111.33
2021-10-07,1.1561,1.3634,111.5
2021-10-08,1.1572,1.363,112.15
2021-10-12,1.1541,1.3605,113.69
2021-10-13,1.1568,1.3645,113.49
2021-10-14,1.1591,1.3684,113.59
2021-10-15,1.1594,1.3756,114.31
2021-10-18,1.1609,1.3726,114.22
2021-10-19,1.1632,1.3807,114.27
2021-10-20,1.1643,1.3821,114.24
2021-10-21,1.1643,1.3812,113.75
2021-10-22,1.1632,1.3741,113.54
2021-10-25,1.1609,1.3773,113.7
2021-10-26,1.159,1.3772,114.19
2021-10-27,1.16,1.3739,113.75
2021-10-28,1.1685,1.3804,113.38
2021-10-29,1.1552,1.3686,114.03
2021-11-01,1.1591,1.3679,114.19
2021-11-02,1.1581,1.3612,113.78
2021-11-03,1.1584,1.3659,114.06
2021-11-04,1.1546,1.3494,113.63
2021-11-05,1.1554,1.3491,113.45
2021-11-08,1.159,1.3563,113.15
2021-11-09,1.1589,1.3551,112.87
2021-11-10,1.1517,1.347,113.89
2021-11-12,1.1443,1.3412,113.9
2021-11-15,1.1421,1.3444,113.96
2021-11-16,1.1333,1.3429,114.62
2021-11-17,1.1322,1.3488,114.33
2021-11-18,1.1358,1.3489,114.22
2021-11-19,1.1318,1.3474,113.81
2021-11-22,1.126,1.3412,114.69
2021-11-23,1.1265,1.3388,114.98
2021-11-24,1.1196,1.3332,115.34
2021-11-26,1.1302,1.3322,113.46
2021-11-29,1.1261,1.3291,113.75
2021-11-30,1.1287,1.3252,113.22
2021-12-01,1.1323,1.3308,112.82
2021-12-02,1.1306,1.3305,113.1
2021-12-03,1.1308,1.3234,112.88
2021-12-06,1.1282,1.3252,113.31
2021-12-07,1.1247,1.3236,113.61
2021-12-08,1.133,1.3236,113.83
2021-12-09,1.1285,1.3188,113.53
2021-12-10,1.1312,1.3262,113.36
2021-12-13,1.1298,1.3233,113.42
2021-12-14,1.1267,1.3225,113.63
2021-12-15,1.1261,1.3214,113.83
2021-12-16,1.1309,1.3325,113.67
2021-12-17,1.1277,1.3269,113.56
2021-12-20,1.1298,1.3222,113.45
2021-12-21,1.1272,1.3253,114.11
2021-12-22,1.1324,1.3345,114.22
2021-12-23,1.132,1.341,114.42
2021-12-27,1.1329,1.3438,114.85
2021-12-28,1.1314,1.3432,114.75
2021-12-29,1.1337,1.3475,114.97
2021-12-30,1.1318,1.35,115.17
2022-01-03,1.129,1.3469,115.27
2022-01-04,1.1296,1.3544,116.12
2022-01-05,1.1335,1.3573,115.91
2022-01-06,1.1307,1.3539,115.78
2022-01-07,1.1358,1.3583,115.61
2022-01-10,1.1328,1.3567,115.14
2022-01-11,1.1363,1.3622,115.38
2022-01-12,1.1431,1.3698,114.74
2022-01-13,1.1464,1.3724,114.06
2022-01-14,1.1414,1.367,113.89
2022-01-18,1.1336,1.3588,114.6
2022-01-19,1.1346,1.3625,114.28
2022-01-20,1.1336,1.3642,114.08
2022-01-21,1.1346,1.3562,113.72
2022-01-24,1.131,1.3447,113.82
2022-01-25,1.1283,1.3495,113.88
2022-01-26,1.1279,1.3516,114.33
2022-01-27,1.1141,1.3385,115.47
2022-01-28,1.116,1.3417,115.21
2022-01-31,1.1212,1.3439,115.22
2022-02-01,1.1239,1.3505,114.77
2022-02-02,1.1299,1.3565,114.36
2022-02-03,1.1425,1.3602,114.88
2022-02-04,1.1455,1.3543,115.22
2022-02-07,1.1434,1.3533,115.09
2022-02-08,1.1416,1.3552,115.62
2022-02-09,1.1435,1.354,115.44
2022-02-10,1.1487,1.3636,115.84
2022-02-11,1.1404,1.3601,115.91
2022-02-14,1.1306,1.3516,115.72
2022-02-15,1.1363,1.3539,115.64
2022-02-16,1.1381,1.3585,115.41
2022-02-17,1.1364,1.3624,115.03
2022-02-18,1.1327,1.3585,115.08
2022-02-22,1.1342,1.3597,114.94
2022-02-23,1.1316,1.3555,115.12
2022-02-24,1.1154,1.336,115.45
2022-02-25,1.1261,1.3407,115.62
2022-02-28,1.1224,1.3419,115.11
2022-03-01,1.1103,1.3318,114.87
2022-03-02,1.1102,1.3365,115.59
2022-03-03,1.1053,1.3326,115.67
2022-03-04,1.0912,1.3214,114.65
2022-03-07,1.086,1.3115,115.41
2022-03-08,1.0881,1.3101,115.64
2022-03-09,1.1069,1.316,115.87
2022-03-10,1.1007,1.3108,116.05
2022-03-11,1.0937,1.3063,117.08
2022-03-14,1.0979,1.3044,118.0
2022-03-15,1.0974,1.3065,118.19
2022-03-16,1.0996,1.3096,118.48
2022-03-17,1.111,1.3159,118.45
2022-03-18,1.1044,1.3169,119.17
2022-03-21,1.1048,1.3201,119.15
2022-03-22,1.1022,1.3258,120.66
2022-03-23,1.1001,1.3212,121.02
2022-03-24,1.1006,1.3183,122.08
2022-03-25,1.0985,1.3193,121.98
2022-03-28,1.0977,1.3091,123.25
2022-03-29,1.1104,1.3125,122.61
2022-03-30,1.1163,1.3149,121.97
2022-03-31,1.1093,1.3152,121.44
2022-04-01,1.1043,1.3114,122.6
2022-04-04,1.0992,1.3116,122.7
2022-04-05,1.0921,1.3101,123.48
2022-04-06,1.0913,1.3082,123.7
2022-04-07,1.09,1.306,123.8
2022-04-08,1.0874,1.3032,124.31
2022-04-11,1.0875,1.3033,125.55
2022-04-12,1.0852,1.3031,125.25
2022-04-13,1.0874,1.3072,125.51
2022-04-14,1.0796,1.3052,125.92
2022-04-15,1.0812,1.3066,126.31
2022-04-18,1.0785,1.3019,126.77
2022-04-19,1.0789,1.3009,128.55
2022-04-20,1.0857,1.3055,127.76
2022-04-21,1.0839,1.3042,128.62
2022-04-22,1.079,1.2848,128.78
2022-04-25,1.0703,1.2698,127.66
2022-04-26,1.0661,1.2617,127.37
2022-04-27,1.0549,1.2547,128.44
2022-04-28,1.05,1.2443,130.94
2022-04-29,1.0537,1.2565,129.84
2022-05-02,1.0521,1.2523,130.18
2022-05-03,1.0532,1.251,130.09
2022-05-04,1.0539,1.2487,129.97
2022-05-05,1.0507,1.2334,130.41
2022-05-06,1.0572,1.2344,130.35
2022-05-09,1.0559,1.2335,130.37
2022-05-10,1.0531,1.2313,130.21
2022-05-11,1.0537,1.2317,130.2
2022-05-12,1.0376,1.2198,128.1
2022-05-13,1.041,1.2242,129.23
2022-05-16,1.042,1.227,129.15
2022-05-17,1.0532,1.2468,129.31
2022-05-18,1.0494,1.2396,128.22
2022-05-19,1.0587,1.2504,127.62
2022-05-20,1.0559,1.2492,127.86
2022-05-23,1.0668,1.2571,127.78
2022-05-24,1.0744,1.2544,126.56
2022-05-25,1.0658,1.2539,127.31
2022-05-26,1.0725,1.2582,127.23
2022-05-27,1.0709,1.2613,127.14
2022-05-31,1.0731,1.2624,128.53
2022-06-01,1.0646,1.2472,130.09
2022-06-02,1.0733,1.2557,129.83
2022-06-03,1.0721,1.2496,130.71
2022-06-06,1.0699,1.2544,131.55
2022-06-07,1.0697,1.2594,132.53
2022-06-08,1.074,1.2557,134.06
2022-06-09,1.0656,1.2511,134.06
2022-06-10,1.0521,1.233,134.19
2022-06-13,1.0436,1.217,134.12
2022-06-14,1.0416,1.2011,134.89
2022-06-15,1.0388,1.2057,134.5
2022-06-16,1.0531,1.2341,131.65
2022-06-17,1.0473,1.2201,135.14
2022-06-21,1.0548,1.2277,136.25
2022-06-22,1.0583,1.228,136.05
2022-06-23,1.0503,1.224,134.72
2022-06-24,1.0539,1.2273,135.22
2022-06-27,1.0601,1.2305,135.26
2022-06-28,1.0534,1.22,136.19
2022-06-29,1.0477,1.2151,136.5
2022-06-30,1.0469,1.2162,135.69
2022-07-01,1.0409,1.2048,135.09
2022-07-05,1.0254,1.1932,135.72
2022-07-06,1.0173,1.1907,135.66
2022-07-07,1.0159,1.1994,135.99
2022-07-08,1.0178,1.2036,136.16
2022-07-11,1.0088,1.1907,137.29
2022-07-12,1.0069,1.1905,136.68
2022-07-13,1.0081,1.1919,137.34
2022-07-14,1.0028,1.1827,138.94
2022-07-15,1.0089,1.1857,138.57
2022-07-18,1.016,1.1989,138.23
2022-07-19,1.0238,1.2022,137.94
2022-07-20,1.0217,1.1989,138.16
2022-07-21,1.0197,1.1968,137.94
2022-07-22,1.0225,1.2019,136.12
2022-07-25,1.0211,1.2042,136.72
2022-07-26,1.0116,1.2036,136.62
2022-07-27,1.0108,1.2027,137.31
2022-07-28,1.0163,1.2126,134.45
2022-07-29,1.0202,1.2183,133.25
2022-08-01,1.027,1.2278,131.8
2022-08-02,1.0194,1.2218,132.32
2022-08-03,1.0146,1.2132,134.18
2022-08-04,1.0221,1.2141,133.28
2022-08-05,1.017,1.2061,135.33
2022-08-08,1.0207,1.2098,134.73
2022-08-09,1.0226,1.2089,134.95
2022-08-10,1.0337,1.2245,132.58
2022-08-11,1.0338,1.223,132.66
2022-08-12,1.0257,1.2132,133.57
2022-08-15,1.0186,1.209,133.13
2022-08-16,1.0174,1.209,134.38
2022-08-17,1.0164,1.203,135.4
2022-08-18,1.0114,1.197,135.29
2022-08-19,1.0039,1.181,137.01
2022-08-22,0.9936,1.1752,137.57
2022-08-23,0.9976,1.1844,136.36
2022-08-24,0.9967,1.1802,136.92
2022-08-25,0.9959,1.1803,136.83
2022-08-26,0.9998,1.1778,137.07
2022-08-29,1.0,1.1718,138.74
2022-08-30,1.0018,1.1651,138.73
2022-08-31,1.0065,1.1647,138.69
2022-09-01,0.995,1.1541,139.93
2022-09-02,1.003,1.1582,140.03
2022-09-06,0.9914,1.1549,142.95
2022-09-07,0.9942,1.1473,144.39
2022-09-08,0.9956,1.1489,144.05
2022-09-09,1.0046,1.16,142.44
2022-09-12,1.0129,1.1701,142.41
2022-09-13,0.9997,1.1526,144.3
2022-09-14,0.9993,1.1564,142.93
2022-09-15,0.9991,1.1472,143.57
2022-09-16,1.0013,1.1419,143.04
2022-09-19,1.0003,1.1403,143.34
2022-09-20,0.9994,1.1405,143.64
2022-09-21,0.988,1.133,144.14
2022-09-22,0.9841,1.1269,142.16
2022-09-23,0.9719,1.0921,143.18
2022-09-26,0.9623,1.0703,144.45
2022-09-27,0.9616,1.0753,144.71
2022-09-28,0.9681,1.0832,144.15
2022-09-29,0.9774,1.1048,144.45
2022-09-30,0.9783,1.1134,144.71
2022-10-03,0.9809,1.1272,144.5
2022-10-04,0.9977,1.1446,144.32
2022-10-05,0.9866,1.1275,144.73
2022-10-06,0.9806,1.1133,144.94
2022-10-07,0.9785,1.1116,145.19
2022-10-11,0.9757,1.1168,145.55
2022-10-12,0.9692,1.1096,146.87
2022-10-13,0.978,1.1344,147.15
2022-10-14,0.9739,1.1208,148.46
2022-10-17,0.9843,1.1427,148.71
2022-10-18,0.9842,1.1307,149.23
2022-10-19,0.978,1.1232,149.77
2022-10-20,0.9823,1.1288,149.82
2022-10-21,0.9855,1.1292,146.35
2022-10-24,0.9874,1.1295,148.76
2022-10-25,0.9959,1.1469,147.85
2022-10-26,1.0068,1.1615,146.5
2022-10-27,0.9985,1.1574,146.02
2022-10-28,0.9934,1.1573,147.68
2022-10-31,0.9885,1.1515,148.63
2022-11-01,0.9871,1.146,148.11
2022-11-02,0.9875,1.1467,147.11
2022-11-03,0.9759,1.1183,148.18
2022-11-04,0.9895,1.1279,147.22
2022-11-07,0.9997,1.1463,146.64
2022-11-08,1.0089,1.1595,145.38
2022-11-09,1.0037,1.1396,146.15
2022-11-10,1.0176,1.1677,141.78
2022-11-14,1.0337,1.1728,140.43
2022-11-15,1.0372,1.189,139.36
2022-11-16,1.0395,1.1889,139.59
2022-11-17,1.0341,1.1812,140.45
2022-11-18,1.0349,1.1902,140.03
2022-11-21,1.0238,1.1785,141.95
2022-11-22,1.0276,1.188,141.29
2022-11-23,1.0364,1.204,139.76
2022-11-25,1.0402,1.2102,139.21
2022-11-28,1.0386,1.2041,138.67
2022-11-29,1.0356,1.1996,138.28
2022-11-30,1.0323,1.1962,139.31
2022-12-01,1.0498,1.2252,135.55
2022-12-02,1.0521,1.2292,134.89
2022-12-05,1.0494,1.2169,136.55
2022-12-06,1.0497,1.2202,136.67
2022-12-07,1.0505,1.2194,136.57
2022-12-08,1.0552,1.2235,136.45
2022-12-09,1.055,1.2311,136.4
2022-12-12,1.0545,1.2285,137.47
2022-12-13,1.063,1.2375,135.14
2022-12-14,1.0655,1.2408,134.95
2022-12-15,1.0638,1.2206,137.92
2022-12-16,1.061,1.2168,136.55
2022-12-19,1.0624,1.218,136.87
2022-12-20,1.0635,1.2146,131.08
2022-12-21,1.0599,1.2072,132.36
2022-12-22,1.0588,1.2032,132.34
2022-12-23,1.0621,1.2054,132.78
2022-12-27,1.0654,1.2032,133.43
2022-12-28,1.0622,1.2034,134.27
2022-12-29,1.0668,1.206,133.16
2022-12-30,1.0698,1.2077,131.81
2023-01-03,1.0559,1.197,130.83
2023-01-04,1.062,1.2063,132.0
2023-01-05,1.0522,1.1902,133.57
2023-01-06,1.0619,1.2064,132.21
2023-01-09,1.0759,1.2206,131.58
2023-01-10,1.0737,1.2155,132.25
2023-01-11,1.074,1.2125,132.58
2023-01-12,1.0823,1.2182,129.75
2023-01-13,1.0811,1.2194,127.85
2023-01-17,1.0793,1.2264,128.18
2023-01-18,1.0827,1.2369,128.45
2023-01-19,1.081,1.2366,128.48
2023-01-20,1.0831,1.2374,129.97
2023-01-23,1.0865,1.237,130.69
2023-01-24,1.0873,1.2323,130.07
2023-01-25,1.0901,1.2374,129.64
2023-01-26,1.0866,1.237,130.4
2023-01-27,1.0857,1.2379,129.94
2023-01-30,1.0867,1.2373,130.34
2023-01-31,1.0858,1.2324,130.17
2023-02-01,1.0917,1.2308,129.27
2023-02-02,1.0918,1.226,128.45
2023-02-03,1.0825,1.2073,131.07
2023-02-06,1.0722,1.2009,132.76
2023-02-07,1.0705,1.2013,131.37
2023-02-08,1.0734,1.2093,131.27
2023-02-09,1.0761,1.2157,130.98
2023-02-10,1.067,1.2061,131.5
2023-02-13,1.0718,1.2136,132.71
2023-02-14,1.0722,1.2157,133.05
2023-02-15,1.0683,1.2031,134.22
2023-02-16,1.0684,1.2018,133.95
2023-02-17,1.0678,1.2012,134.21
2023-02-21,1.0657,1.2111,134.87
2023-02-22,1.0623,1.2064,134.77
2023-02-23,1.0583,1.2016,134.8
2023-02-24,1.0545,1.1948,136.36
2023-02-27,1.0596,1.2036,136.18
2023-02-28,1.0602,1.2093,136.09
2023-03-01,1.0674,1.2034,135.82
2023-03-02,1.0595,1.1942,136.84
2023-03-03,1.0616,1.1996,136.09
2023-03-06,1.0694,1.2048,135.93
2023-03-07,1.0573,1.1857,136.9
2023-03-08,1.0549,1.1837,137.18
2023-03-09,1.0577,1.1922,136.41
2023-03-10,1.0659,1.2043,135.05
2023-03-13,1.0733,1.216,133.13
2023-03-14,1.0722,1.2146,134.33
2023-03-15,1.0535,1.2032,132.81
2023-03-16,1.0622,1.2111,133.01
2023-03-17,1.0647,1.2141,132.01
2023-03-20,1.0722,1.2257,131.59
2023-03-21,1.0769,1.2195,132.27
2023-03-22,1.0792,1.2232,132.67
2023-03-23,1.089,1.2322,130.99
2023-03-24,1.0762,1.2225,130.64
2023-03-27,1.0789,1.2278,131.49
2023-03-28,1.0844,1.2341,130.97
2023-03-29,1.0826,1.2313,132.69
2023-03-30,1.0899,1.2368,132.71
2023-03-31,1.0872,1.2369,132.75
2023-04-03,1.0891,1.2403,132.35
2023-04-04,1.0951,1.2498,131.6
2023-04-05,1.0918,1.2469,131.11
2023-04-06,1.0927,1.2456,131.67
2023-04-07,1.0913,1.2422,132.11
2023-04-10,1.084,1.2358,133.75
2023-04-11,1.0906,1.2409,133.63
2023-04-12,1.0987,1.2471,133.25
2023-04-13,1.1054,1.2531,132.37
2023-04-14,1.098,1.2417,133.74
2023-04-17,1.0915,1.2359,134.51
2023-04-18,1.0958,1.2419,134.11
2023-04-19,1.0953,1.2442,134.79
2023-04-20,1.097,1.2448,134.1
2023-04-21,1.0973,1.2419,134.28
2023-04-24,1.1027,1.2457,134.41
2023-04-25,1.0968,1.2398,133.96
2023-04-26,1.1052,1.2486,133.72
2023-04-27,1.1017,1.2471,134.04
2023-04-28,1.104,1.2582,135.99
2023-05-01,1.097,1.2495,137.35
2023-05-02,1.0997,1.2475,136.46
2023-05-03,1.1049,1.2547,135.31
2023-05-04,1.1009,1.258,133.76
2023-05-05,1.1026,1.265,134.85
2023-05-08,1.102,1.2633,134.83
2023-05-09,1.0953,1.2618,135.15
2023-05-10,1.0966,1.2614,134.52
2023-05-11,1.0916,1.2501,134.46
2023-05-12,1.0856,1.2464,135.63
2023-05-15,1.0874,1.2526,136.07
2023-05-16,1.0866,1.2494,136.62
2023-05-17,1.083,1.2475,137.51
2023-05-18,1.0776,1.2424,138.5
2023-05-19,1.0819,1.2464,137.67
2023-05-22,1.0806,1.2425,138.65
2023-05-23,1.0771,1.2423,138.74
2023-05-24,1.0758,1.2368,139.14
2023-05-25,1.0725,1.2325,139.81
2023-05-26,1.0713,1.2342,140.53
2023-05-30,1.0722,1.2403,139.83
2023-05-31,1.0654,1.2396,139.78
2023-06-01,1.0752,1.2536,138.74
2023-06-02,1.0724,1.2468,139.76
2023-06-05,1.0721,1.244,139.64
2023-06-06,1.0695,1.2418,139.67
2023-06-07,1.0702,1.2451,139.98
2023-06-08,1.078,1.2547,138.83
2023-06-09,1.0749,1.2579,139.35
2023-06-12,1.0747,1.2489,139.72
2023-06-13,1.0792,1.2611,140.0
2023-06-14,1.0859,1.2696,139.33
2023-06-15,1.0933,1.2762,140.49
2023-06-16,1.0925,1.2815,141.82
2023-06-20,1.09,1.2732,141.46
2023-06-21,1.0951,1.2737,142.09
2023-06-22,1.0953,1.275,142.89
2023-06-23,1.0887,1.2701,143.78
2023-06-26,1.091,1.2724,143.55
2023-06-27,1.0961,1.2752,144.0
2023-06-28,1.0904,1.2637,144.23
2023-06-29,1.0881,1.2617,144.72
2023-06-30,1.092,1.2709,144.47
2023-07-03,1.0919,1.2695,144.5
2023-07-05,1.0868,1.271,144.56
2023-07-06,1.0873,1.2721,144.09
2023-07-07,1.0964,1.2838,142.21
2023-07-10,1.0991,1.2837,141.56
2023-07-11,1.0992,1.2901,140.51
2023-07-12,1.1123,1.2993,138.21
2023-07-13,1.1194,1.3097,138.14
2023-07-14,1.1237,1.3113,138.74
2023-07-17,1.1236,1.3078,138.92
2023-07-18,1.1223,1.3054,138.94
2023-07-19,1.1195,1.2898,139.76
2023-07-20,1.1135,1.2849,140.39
2023-07-21,1.112,1.2854,141.75
2023-07-24,1.1083,1.2828,141.19
2023-07-25,1.105,1.2876,140.91
2023-07-26,1.1078,1.293,140.41
2023-07-27,1.0998,1.287,141.03
2023-07-28,1.1039,1.287,140.72
2023-07-31,1.102,1.2857,142.18
2023-08-01,1.0971,1.275,143.34
2023-08-02,1.0939,1.2712,143.21
2023-08-03,1.0947,1.2709,142.42
2023-08-04,1.1036,1.2775,141.79
2023-08-07,1.1,1.2769,142.45
2023-08-08,1.0951,1.2729,143.17
2023-08-09,1.0975,1.2715,143.58
2023-08-10,1.1016,1.2726,144.4
2023-08-11,1.0957,1.2694,144.94
2023-08-14,1.0922,1.2691,145.3
2023-08-15,1.0928,1.2745,145.4
2023-08-16,1.0904,1.2749,145.81
2023-08-17,1.0874,1.2753,146.16
2023-08-18,1.0875,1.2738,145.15
2023-08-21,1.0888,1.2737,146.26
2023-08-22,1.0846,1.2733,145.79
2023-08-23,1.0862,1.2715,144.62
2023-08-24,1.0826,1.2634,145.75
2023-08-25,1.0787,1.257,146.38
2023-08-28,1.081,1.2592,146.4
2023-08-29,1.0851,1.2614,146.01
2023-08-30,1.0926,1.2726,145.94
2023-08-31,1.0839,1.2667,145.68
2023-09-01,1.0787,1.2594,146.2
2023-09-05,1.0727,1.2583,147.63
2023-09-06,1.0714,1.2498,147.65
2023-09-07,1.0704,1.2485,147.13
2023-09-08,1.0709,1.2476,147.7
2023-09-11,1.0744,1.2529,146.46
2023-09-12,1.0726,1.2477,147.12
2023-09-13,1.0737,1.2488,147.45
2023-09-14,1.066,1.241,147.17
2023-09-15,1.0673,1.2392,147.83
2023-09-18,1.0695,1.2403,147.63
2023-09-19,1.0684,1.2393,147.8
2023-09-20,1.0715,1.2389,147.74
2023-09-21,1.0664,1.2299,147.42
2023-09-22,1.066,1.2257,148.24
2023-09-25,1.0591,1.2218,148.74
2023-09-26,1.0573,1.2168,148.9
2023-09-27,1.051,1.2133,149.48
2023-09-28,1.0578,1.2223,149.18
2023-09-29,1.0584,1.2214,149.43
2023-10-02,1.05,1.213,149.8
2023-10-03,1.0453,1.2069,149.16
2023-10-04,1.0518,1.2157,148.83
2023-10-05,1.0527,1.2171,148.49
2023-10-06,1.0596,1.2255,149.08
2023-10-10,1.0618,1.2288,148.62
2023-10-11,1.062,1.2304,149.17
2023-10-12,1.0553,1.2214,149.71
2023-10-13,1.0502,1.2139,149.62
2023-10-16,1.0546,1.2198,149.57
2023-10-17,1.0593,1.2206,149.71
2023-10-18,1.0532,1.215,149.86
2023-10-19,1.057,1.2145,149.92
2023-10-20,1.0592,1.2153,149.85
2023-10-23,1.0646,1.2235,149.78
2023-10-24,1.0595,1.217,149.84
2023-10-25,1.0583,1.214,149.94
2023-10-26,1.0532,1.2113,150.44
2023-10-27,1.0592,1.2151,149.6
2023-10-30,1.062,1.2157,149.01
2023-10-31,1.0568,1.2135,151.46
2023-11-01,1.0538,1.2127,150.96
2023-11-02,1.0618,1.2175,150.48
2023-11-03,1.0733,1.2374,149.36
2023-11-06,1.0747,1.2391,149.77
2023-11-07,1.0687,1.2296,150.47
2023-11-08,1.0715,1.2301,150.77
2023-11-09,1.071,1.2279,151.04
2023-11-13,1.07,1.2268,151.56
2023-11-14,1.0861,1.2483,150.75
2023-11-15,1.0853,1.2431,151.07
2023-11-16,1.0851,1.2423,150.59
2023-11-17,1.0879,1.243,149.82
2023-11-20,1.0945,1.2505,148.26
2023-11-21,1.0923,1.254,147.88
2023-11-22,1.0871,1.2468,149.67
2023-11-24,1.0934,1.2601,149.57
2023-11-27,1.0937,1.2613,148.89
2023-11-28,1.1007,1.2713,147.41
2023-11-29,1.0969,1.269,147.39
2023-11-30,1.0908,1.264,147.87
2023-12-01,1.0878,1.2682,147.0
2023-12-04,1.0824,1.2633,147.15
2023-12-05,1.0787,1.259,147.26
2023-12-06,1.079,1.2589,147.16
2023-12-07,1.0794,1.2582,144.1
2023-12-08,1.0746,1.2539,144.88
2023-12-11,1.0747,1.255,146.41
2023-12-12,1.079,1.2549,145.45
2023-12-13,1.0793,1.2527,145.17
2023-12-14,1.0997,1.2767,141.53
2023-12-15,1.0906,1.2709,141.8
2023-12-18,1.092,1.2632,143.04
2023-12-19,1.0977,1.2751,143.62
2023-12-20,1.0957,1.266,143.77
2023-12-21,1.099,1.2668,142.16
2023-12-22,1.1008,1.272,142.6
2023-12-26,1.1035,1.2709,142.48
2023-12-27,1.1114,1.2797,142.05
2023-12-28,1.1073,1.2743,141.08
2023-12-29,1.1062,1.2743,140.92
2024-01-02,1.0957,1.2632,141.89
2024-01-03,1.0909,1.2641,143.55
2024-01-04,1.0957,1.2692,144.59
2024-01-05,1.0957,1.274,144.52
2024-01-08,1.0976,1.2766,143.89
2024-01-09,1.0935,1.272,144.35
2024-01-10,1.096,1.273,145.68
2024-01-11,1.0943,1.2712,146.03
2024-01-12,1.0959,1.2746,144.86
2024-01-16,1.0882,1.2657,147.01
2024-01-17,1.0858,1.2666,148.39
2024-01-18,1.0863,1.2687,148.15
2024-01-19,1.0887,1.2677,148.21
2024-01-22,1.0895,1.2728,147.95
2024-01-23,1.0829,1.2661,148.55
2024-01-24,1.0901,1.2754,147.31
2024-01-25,1.0837,1.27,147.69
2024-01-26,1.0866,1.272,147.94
2024-01-29,1.0807,1.2681,147.65
2024-01-30,1.0844,1.2683,147.71
2024-01-31,1.0855,1.2733,146.26
2024-02-01,1.0865,1.2727,146.18
2024-02-02,1.0787,1.2627,148.54
2024-02-05,1.0736,1.2532,148.79
2024-02-06,1.0751,1.2589,148.03
2024-02-07,1.0769,1.2629,148.04
2024-02-08,1.0774,1.262,149.25
2024-02-09,1.0782,1.2628,149.38
2024-02-12,1.0774,1.2631,149.37
2024-02-13,1.072,1.2606,150.72
2024-02-14,1.0735,1.2562,150.5
2024-02-15,1.0761,1.258,150.19
2024-02-16,1.0769,1.259,150.34
2024-02-20,1.0814,1.2645,149.87
2024-02-21,1.0818,1.2624,150.29
2024-02-22,1.0815,1.2649,150.62
2024-02-23,1.0828,1.2678,150.36
2024-02-26,1.0855,1.2681,150.79
2024-02-27,1.0857,1.2693,150.46
2024-02-28,1.0843,1.267,150.68
2024-02-29,1.0807,1.2632,149.9
2024-03-01,1.0832,1.2652,150.2
2024-03-04,1.0862,1.2701,150.44
2024-03-05,1.0861,1.2712,150.14
2024-03-06,1.0913,1.2757,149.17
2024-03-07,1.0941,1.2796,148.08
2024-03-08,1.0941,1.2852,147.17
2024-03-11,1.0928,1.2807,146.86
2024-03-12,1.0918,1.2786,147.69
2024-03-13,1.0944,1.2799,147.73
2024-03-14,1.0888,1.2749,148.19
2024-03-15,1.0888,1.2742,149.14
2024-03-18,1.0886,1.2736,149.13
2024-03-19,1.0859,1.2713,150.73
2024-03-20,1.0856,1.2713,151.66
2024-03-21,1.0861,1.267,151.59
2024-03-22,1.0817,1.2603,151.35
2024-03-25,1.0837,1.2648,151.42
2024-03-26,1.0829,1.263,151.58
2024-03-27,1.0821,1.2631,151.35
2024-03-28,1.0801,1.2634,151.35
2024-03-29,1.0791,1.2637,151.22
2024-04-01,1.0733,1.2545,151.72
2024-04-02,1.0769,1.2576,151.55
2024-04-03,1.0827,1.2635,151.67
2024-04-04,1.0865,1.2669,151.66
2024-04-05,1.0841,1.2633,151.59
2024-04-08,1.0853,1.2655,151.78
2024-04-09,1.0856,1.2676,151.73
2024-04-10,1.0737,1.2544,152.9
2024-04-11,1.0722,1.2535,153.19
2024-04-12,1.0647,1.2457,153.12
2024-04-15,1.0644,1.2466,154.25
2024-04-16,1.0628,1.2437,154.57
2024-04-17,1.0644,1.2443,154.61
2024-04-18,1.066,1.2465,154.61
2024-04-19,1.0655,1.2397,154.55
2024-04-22,1.0655,1.2341,154.77
2024-04-23,1.0695,1.2434,154.81
2024-04-24,1.0687,1.2434,155.11
2024-04-25,1.0721,1.2494,155.52
2024-04-26,1.0686,1.2474,157.62
2024-04-29,1.0717,1.2553,156.71
2024-04-30,1.0684,1.2514,157.54
2024-05-01,1.068,1.2488,157.65
2024-05-02,1.0706,1.2507,153.77
2024-05-03,1.077,1.255,152.85
2024-05-06,1.0779,1.2575,153.85
2024-05-07,1.0767,1.2535,154.59
2024-05-08,1.0755,1.2503,155.42
2024-05-09,1.0771,1.2505,155.68
2024-05-10,1.0773,1.2528,155.85
2024-05-13,1.0796,1.2563,156.17
2024-05-14,1.0818,1.2588,156.5
2024-05-15,1.086,1.2658,155.02
2024-05-16,1.0875,1.2682,155.25
2024-05-17,1.0869,1.2703,155.57
2024-05-20,1.0861,1.2708,156.09
2024-05-21,1.0855,1.271,156.08
2024-05-22,1.0836,1.2739,156.49
2024-05-23,1.0827,1.2717,157.05
2024-05-24,1.0852,1.2746,156.9
2024-05-28,1.0879,1.2786,156.9
2024-05-29,1.0811,1.2714,157.62
2024-05-30,1.0837,1.2739,156.63
2024-05-31,1.0846,1.2738,157.19
2024-06-03,1.089,1.2795,156.04
2024-06-04,1.0878,1.2785,154.87
2024-06-05,1.0865,1.2771,156.21
2024-06-06,1.0883,1.2786,155.98
2024-06-07,1.0807,1.2727,156.58
